TATRHT,0,0
CR116HT,0,0
CR12HT,0,0
CR11HT,0,0
CR114HT,0,0
CR13HT,0,0
CR14HT,0,0
TABSHT,0,0
TA3HT,0,0
CR117HT,0,0
CR115HT,0,0
